cycle_number,cycle_normalized,lifecycle_stage,cycles_from_start,cycle_capacity_ah,avg_temp_c,avg_voltage_v,avg_current_a,internal_resistance,capacity_fade_rate,ir_growth_rate,ir_cumulative_growth,cap_normalized,arrhenius_factor,src_calce,src_nasa,src_stanford,chem_CS2,chem_CX2,chem_LFP,chem_NMC
1119,0.913327882249278,2,1117,1.012584,30.012749563285062,3.8257,-0.05865,0.016951835,-0.0002978727272726,-4.056800000000124e-05,0.0005821309999999,0.937818310807494,2.4251500737834742e-09,0,0,1,0,0,1,0
461,0.956340956321074,2,460,0.889095,31.837306070115005,3.8257,-0.05865,0.018063821,-0.0004309030303029,1.098199999999966e-05,0.000785716,0.8824860618825614,2.7307288032332693e-09,0,0,1,0,0,1,0
368,0.1820436507927478,0,367,0.990747,34.03493465930351,3.8144,-0.0329,0.076845,0.0017219272727273,0.001223,0.0236329999999999,0.916703908598584,3.144446448073661e-09,1,0,0,0,1,0,0
1531,0.8342420937795298,2,1530,0.987411,34.47673185450225,3.8257,-0.05865,0.015470944,-0.0002063212121212,2.1310000000007018e-06,-9.423299999999912e-05,0.9258693876709028,3.234111426850379e-09,0,0,1,0,0,1,0
1109,0.8438690022784169,2,1108,0.984784,36.25283907605304,3.8257,-0.05865,0.016011385,-0.0004291757575757,-4.605000000001275e-06,0.0004427119999999,0.924412470384152,3.618200986604476e-09,0,0,1,0,0,1,0
604,0.7300242130662224,2,603,1.031331,34.801825027691194,3.8257,-0.05865,0.015080815,-0.0001423636363636,-4.646000000000511e-06,-0.000404528,0.9696049775257344,3.3015494890002807e-09,0,0,1,0,0,1,0
780,0.8761261261162598,2,778,1.017365,34.4226816657033,3.8257,-0.05865,0.017275082,-0.0003559030303029,4.190000000015015e-07,0.0005420879999999,0.9426120907547828,3.2230198176445394e-09,0,0,1,0,0,1,0
396,0.7523809523666213,2,395,1.025868,34.20432874070936,3.8257,-0.05865,0.017965756,-0.0005425999999999,-1.1307000000002064e-05,0.0001857349999999,0.9633015634536832,3.1785585345886183e-09,0,0,1,0,0,1,0
649,0.5939505041192122,1,648,1.03382,37.77494275706918,3.8257,-0.05865,0.01534125,-9.245454545453696e-05,-7.128999999999816e-06,-0.0001619569999999,0.9729017565157652,3.979397192492798e-09,0,0,1,0,0,1,0
262,0.1535294117638027,0,261,1.23448,34.03493465930351,3.8253,-0.037,0.099123,-0.0012505090909091,0.000805,0.044333,0.9696775465543096,3.144446448073661e-09,1,0,0,0,1,0,0
616,0.5994152046725204,1,615,1.047254,38.029885304862994,3.8257,-0.05865,0.015651625,-6.288484848487609e-05,-3.3099999999994245e-06,-6.482300000000205e-05,0.9778565019155548,4.042959272147787e-09,0,0,1,0,0,1,0
731,0.8869987849223937,2,730,0.975925,36.8756731392256,3.8257,-0.05865,0.015693944,-0.0005321757575757,4.934000000001576e-06,-7.754199999999989e-05,0.933762807933384,3.762283096252124e-09,0,0,1,0,0,1,0
397,0.7630057803321193,2,396,0.981363,34.55943884396715,3.8257,-0.05865,0.018549077,-0.0006250606060605,-2.782100000000079e-05,0.001284448,0.911965185294634,3.251150022681255e-09,0,0,1,0,0,1,0
63,0.1288981288954491,0,62,1.009478,31.411324115107924,3.8257,-0.05865,0.017257864,-0.0001634909090908,4.528100000000118e-05,-2.0240999999997237e-05,1.001974215103093,2.656444324557558e-09,0,0,1,0,0,1,0
455,0.4424951267013402,1,454,1.058589,37.5150376363707,3.8257,-0.05865,0.015657187,-2.797575757574385e-05,-1.4122000000001828e-05,-5.9261000000001424e-05,0.9884403750248606,3.9155215809833094e-09,0,0,1,0,0,1,0
837,0.9565217391194906,2,836,0.922099,35.422743476359294,3.8257,-0.05865,0.016646875,-0.0009969575757575,2.6007999999997505e-05,0.0012034079999999,0.8635810227372765,3.4338718044432333e-09,0,0,1,0,0,1,0
816,0.4530294608090437,1,815,1.046092,33.742388287747765,3.8257,-0.05865,0.015726428,-4.156969696967886e-05,1.0281000000000873e-05,-5.168099999999787e-05,0.9787519110181304,3.0863075660779678e-09,0,0,1,0,0,1,0
780,0.833155080204993,2,779,1.065607,34.03493465930351,3.8626,-0.0115,0.085581,-0.0008611515151515,-0.0008029999999999,0.054358,1.0230914132317417,3.144446448073661e-09,1,0,0,1,0,0,0
231,0.2948717948680144,0,230,1.004363,34.03493465930351,3.8319,-0.0378,0.181727,0.006197303030303,0.0002919999999999,0.117714,0.9213815360961118,3.144446448073661e-09,1,0,0,1,0,0,0
858,0.7278911564563956,2,856,1.05318,31.124794515551443,3.8257,-0.05865,0.017425179,7.140000000004762e-05,8.652999999997357e-06,0.0003863479999999,0.9794280857173944,2.6075050036945156e-09,0,0,1,0,0,1,0
871,0.8814589665564189,2,870,0.989704,37.35137575227964,3.8257,-0.05865,0.015960494,-0.0005484545454545,3.0899999999972616e-06,0.0001625939999999,0.933612557542827,3.875772466947309e-09,0,0,1,0,0,1,0
580,0.4526974198557256,1,579,1.067018,34.03493465930351,3.8276,-0.0815,0.08591,-0.0021735636363636,-0.000764,0.047612,0.8544661318402184,3.144446448073661e-09,1,0,0,0,1,0,0
351,0.6717850287778928,2,350,1.048244,34.67687866166002,3.8257,-0.05865,0.017477237,-0.000321206060606,-7.698100000000027e-05,0.0003339989999999,0.979740541348886,3.275482433719373e-09,0,0,1,0,0,1,0
1370,0.7890489913499191,2,1369,0.687597,34.03493465930351,3.8222,-0.0964,0.090792,0.0078128666666666,6.799999999999862e-05,0.054602,0.5436056485901452,3.144446448073661e-09,1,0,0,0,1,0,0
146,0.2193645990889657,0,145,1.002045,32.104537529588804,3.8257,-0.05865,0.017289843,-0.0002167575757575,-0.00035869,0.0001903819999999,0.9805465176015852,2.778277229033509e-09,0,0,1,0,0,1,0
1122,0.5123400365607297,1,1121,1.031685,34.90829182688991,3.8257,-0.05865,0.01549509,-5.870909090906317e-05,-4.62600000000063e-06,0.000137392,0.9686773798290212,3.323907992072821e-09,0,0,1,0,0,1,0
361,0.3345724907032103,1,360,1.054416,33.72571532810063,3.8257,-0.05865,0.015314204,-1.180606060607388e-05,-2.114000000000976e-06,-0.000224072,0.993911629551078,3.0830233473481684e-09,0,0,1,0,0,1,0
483,0.5514874141813331,1,482,1.046049,35.234605584468774,3.8257,-0.05865,0.015151558,-0.0001067515151514,-4.407999999999149e-06,-0.0002919089999999,0.9796649440605676,3.3932844507345933e-09,0,0,1,0,0,1,0
187,0.3835051546312679,1,186,1.061765,34.23964895570697,3.8257,-0.05865,0.017029714,-0.0001406303030302,-2.6324999999997184e-05,-0.0005300419999999,0.9968557356301768,3.185712935406357e-09,0,0,1,0,0,1,0
766,0.4676039119775819,1,765,1.03692,36.53219814059906,3.8257,-0.05865,0.015307766,-4.358181818178242e-05,1.5709000000000903e-05,-0.0001598199999999,0.9777172642171248,3.682202160226336e-09,0,0,1,0,0,1,0
786,0.9987261146369588,2,784,0.88173,34.549986539634176,3.8257,-0.05865,0.019208677,-0.0010273272727272,0.000103548,0.002633599,0.836731420914632,3.249198668830898e-09,0,0,1,0,0,1,0
391,0.3277169334429005,0,389,1.040984,34.37078408202767,3.8257,-0.05865,0.016137984,-0.002820709090909,-3.640699999999872e-05,-0.0006043699999999,0.9722561827010456,3.2124020913841604e-09,0,0,1,0,0,1,0
231,0.2207293666005688,0,230,0.946752,34.03493465930351,3.8656,-0.0197,0.092941,-5.7327272727260224e-05,0.0002709999999999,0.0624389999999999,0.9352493680226888,3.144446448073661e-09,1,0,0,1,0,0,0
21,0.025188916876257,0,20,1.063695,33.8631327928798,3.8257,-0.05865,0.015421003,6.046060606068297e-05,-3.247999999999099e-06,-0.0001328009999999,1.0052336279020977,3.1101855754253187e-09,0,0,1,0,0,1,0
76,0.1241610738234201,0,74,1.086733,33.02365948317756,3.8257,-0.05865,0.016744694,-4.595151515148736e-05,-1.8323000000000644e-05,5.899000000000182e-05,1.0025619121071336,2.947549093681628e-09,0,0,1,0,0,1,0
1327,0.6577380952348327,1,1326,1.171075,34.03493465930351,3.8267,-0.0248,0.081668,-0.0005590484848484,-0.0003119999999999,0.028456,1.083555165710405,3.144446448073661e-09,1,0,0,0,1,0,0
317,0.4051282051230112,1,316,0.999801,34.03493465930351,3.8341,-0.039,0.175117,0.0043983090909091,0.0014569999999999,0.111104,0.91719645304579,3.144446448073661e-09,1,0,0,1,0,0,0
143,0.1151960784304314,0,141,1.081629,31.354614450137227,3.8257,-0.05865,0.016771501,-3.832727272726024e-05,-5.424000000000401e-06,-1.5926999999998914e-05,1.002978439694478,2.646693286596736e-09,0,0,1,0,0,1,0
357,0.4132712456296476,1,355,1.076272,35.30417564272209,3.8257,-0.05865,0.01640402,0.0001468545454545,-6.276900000000071e-05,-0.00042683,0.9954734055639928,3.4082424922471887e-09,0,0,1,0,0,1,0
858,0.3916819012779173,1,857,1.040355,35.084684960348305,3.8257,-0.05865,0.015449737,-6.330909090907882e-05,9.899999999993249e-08,9.203900000000036e-05,0.9768178809346084,3.3612505832217033e-09,0,0,1,0,0,1,0
985,0.8526863084848122,2,984,0.991565,34.93019732983388,3.8257,-0.05865,0.015795037,-0.0002110909090908,1.5054000000000456e-05,5.4662999999999934e-05,0.9475756935770716,3.3285250675488406e-09,0,0,1,0,0,1,0
1196,0.7286585365809228,2,1195,1.011224,34.27014643680182,3.8257,-0.05865,0.015954757,-0.0001198363636363,-5.4519999999995405e-06,-0.0004747189999999,0.9488708498441888,3.191902078992644e-09,0,0,1,0,0,1,0
278,0.301969365423392,0,276,1.073575,33.29661114613979,3.8257,-0.05865,0.016803171,-3.990303030297705e-05,-5.1054000000001765e-05,0.000176835,0.9945537280884597,2.9995712964726436e-09,0,0,1,0,0,1,0
510,0.4961013645175819,1,509,1.054971,37.281255653176856,3.8257,-0.05865,0.015720125,-5.879393939392724e-05,2.7781000000001027e-05,3.677000000000541e-06,0.9850621259812375,3.858853176520127e-09,0,0,1,0,0,1,0
839,0.6843826655708555,2,837,1.052113,29.91962494439296,3.8257,-0.05865,0.016811423,-6.674545454545764e-05,9.174000000000682e-06,0.000441719,0.9744286266014524,2.4104126380777108e-09,0,0,1,0,0,1,0
204,0.1913289349652089,0,203,1.062586,35.1983285474115,3.8257,-0.05865,0.015097258,-7.367878787880016e-05,2.61000000001399e-07,-7.103999999999965e-05,0.9984608503472951,3.3855080316567563e-09,0,0,1,0,0,1,0
736,0.8378995433694304,2,734,1.039683,34.07868318669132,3.8257,-0.05865,0.017194459,-0.0002416969696969,0.0001231559999999,0.0003872379999999,0.9538594921901878,3.15322476907088e-09,0,0,1,0,0,1,0
44,0.0838206627663972,0,43,1.075263,32.61545111813648,3.8257,-0.05865,0.016968338,-2.739393939402967e-06,-2.1057000000001408e-05,-0.0003822459999999,1.0085352802526444,2.871259580653029e-09,0,0,1,0,0,1,0
237,0.382736156345558,1,235,1.06843,34.73112235734599,3.8257,-0.05865,0.016485076,-4.7121212121184656e-05,8.972000000002922e-06,0.000224722,0.995786387262792,3.2867762984113253e-09,0,0,1,0,0,1,0
764,0.4241245136163195,1,763,1.048909,34.23211259676542,3.8257,-0.05865,0.015628152,-2.7078787878832397e-05,1.5104999999999633e-05,-0.0001499569999999,0.9813875722537944,3.184185171623834e-09,0,0,1,0,0,1,0
55,0.1042471042450917,0,54,1.079952,31.90118813651304,3.8257,-0.05865,0.017537506,-6.278787878783122e-06,-6.644100000000042e-05,-0.0002221539999999,1.009761461301977,2.7420283238194823e-09,0,0,1,0,0,1,0
1211,0.6176620724828094,1,1210,0.777879,34.03493465930351,3.8261,-0.0898,0.08472,-0.0096292727272727,-4.300000000000137e-05,0.048564,0.6278574783968902,3.144446448073661e-09,1,0,0,0,1,0,0
154,0.193630573245941,0,152,1.057958,32.77383142690579,3.8257,-0.05865,0.016340341,-3.8757575757527214e-05,-1.764500000000016e-05,-0.0002347369999999,1.0039657271591105,2.9006458806832195e-09,0,0,1,0,0,1,0
137,0.2570888468760474,0,136,1.075811,33.568790022369434,3.8257,-0.05865,0.017022155,-0.0001084181818181,-3.99279999999981e-05,-0.0004825969999999,1.0021004959219642,3.0522658166645917e-09,0,0,1,0,0,1,0
464,0.8253119429442903,2,463,0.964573,33.1175079246337,3.8257,-0.05865,0.019041773,-0.0010249696969696,0.000164915,0.001199072,0.9002963426187354,2.965343642995007e-09,0,0,1,0,0,1,0
14,0.0167597765360787,0,12,1.064705,33.00576347373353,3.8257,-0.05865,0.016719066,-7.955757575756346e-05,-0.0014368649999999,-0.0004489809999999,1.0033747234065011,2.9441667505075357e-09,0,0,1,0,0,1,0
140,0.0801152737747543,0,139,1.217144,34.03493465930351,3.8244,-0.0648,0.086443,0.0043936363636363,-0.0001199999999999,0.050253,0.9622589300820156,3.144446448073661e-09,1,0,0,0,1,0,0
813,0.6896258503342719,2,811,1.05542,31.098517051258145,3.8257,-0.05865,0.017384294,-8.190303030301535e-05,-4.8449999999998494e-06,0.000345463,0.9815112233690846,2.603057631150944e-09,0,0,1,0,0,1,0
174,0.1786085150552585,0,172,1.083205,33.87572841258754,3.8257,-0.05865,0.016805004,1.0975757575774932e-05,1.8111999999997214e-05,4.853599999999833e-05,0.9999095359285444,3.112685970400654e-09,0,0,1,0,0,1,0
536,0.871125611731303,2,534,0.962935,33.45048916367073,3.8257,-0.05865,0.018723203,-0.0009654242424242,-2.8882000000000907e-05,0.001286805,0.8876875055311366,3.029261187971101e-09,0,0,1,0,0,1,0
26,0.0288350634368069,0,25,1.067081,34.03493465930351,3.8456,-0.0143,0.093353,-0.0181967393939394,-0.001929,0.046541,0.9835509670235876,3.144446448073661e-09,1,0,0,1,0,0,0
463,0.8264758497168788,2,462,0.990607,35.3177884264286,3.8257,-0.05865,0.021533512,-0.0010941757575757,6.664400000000112e-05,0.001160078,0.9211821102602372,3.411176246896385e-09,0,0,1,0,0,1,0
243,0.4440366972395589,1,242,1.076666,33.671023386306004,3.8257,-0.05865,0.01803451,-0.0001112787878787,-0.000175912,0.000323172,1.0007221934604775,3.07227221605718e-09,0,0,1,0,0,1,0
1046,0.6387530562308145,1,1045,1.021972,35.66105509596,3.8257,-0.05865,0.015468778,-6.193333333331114e-05,2.4578000000000797e-05,1.1920000000005535e-06,0.9636227172265012,3.4859084052567923e-09,0,0,1,0,0,1,0
21,0.0383877159301653,0,20,1.078013,33.74290136363647,3.8257,-0.05865,0.016843941,0.0001313757575757,-8.274099999999729e-05,-0.000299297,1.007564116943323,3.0864086809293567e-09,0,0,1,0,0,1,0
276,0.3982558139476997,1,274,1.042138,32.5668007031103,3.8257,-0.05865,0.016170092,-0.0001903151515151,7.419000000001563e-06,-0.00371604,0.9774595045818208,2.862286702141013e-09,0,0,1,0,0,1,0
314,0.3666274970579715,1,312,1.067635,34.255869268224366,3.8257,-0.05865,0.016903095,-4.989696969696336e-05,8.639900000000089e-05,0.000203818,0.9929317777044088,3.1890033349252846e-09,0,0,1,0,0,1,0
876,0.7140522875758657,2,874,1.051832,33.362995942884794,3.8257,-0.05865,0.01669926,6.314545454549215e-05,-7.96519999999995e-05,-8.816799999999958e-05,0.9753481260032066,3.0123476631135117e-09,0,0,1,0,0,1,0
175,0.1325209444011232,0,174,1.0637,35.50408977918428,3.8257,-0.05865,0.015447353,-5.50181818181623e-05,1.496800000000062e-05,-0.0001213199999999,0.9984905773729288,3.451555300908348e-09,0,0,1,0,0,1,0
985,0.7675507020220941,2,984,1.014702,33.83411245669771,3.8257,-0.05865,0.015658457,-9.67818181818174e-05,1.8648999999999052e-05,4.998400000000118e-05,0.9577946319431008,3.104431522845004e-09,0,0,1,0,0,1,0
703,0.4129411764681592,1,702,0.872413,34.03493465930351,3.7865,-0.0143,0.100833,-0.0136373515151514,0.000866,0.046043,0.6852758225504543,3.144446448073661e-09,1,0,0,0,1,0,0
1342,0.6651785714252719,2,1341,1.184686,34.03493465930351,3.8263,-0.0245,0.082157,-0.0039533151515151,0.0001259999999999,0.0289449999999999,1.0961489529234223,3.144446448073661e-09,1,0,0,0,1,0,0
944,0.8243006992934939,2,943,0.997464,36.92856092919848,3.8257,-0.05865,0.015316931,-0.0003290181818181,-2.0019999999992127e-06,0.000183152,0.934421391949353,3.774751651395956e-09,0,0,1,0,0,1,0
608,0.6225641025577173,1,607,0.402916,34.03493465930351,3.8566,-0.0751,0.116099,0.0016957999999999,-0.000756,0.085654,0.3850408629771488,3.144446448073661e-09,1,0,0,1,0,0,0
74,0.0570758404999446,0,73,1.21907,34.03493465930351,3.8226,-0.07,0.088525,-0.0079760545454545,0.001242,0.050227,0.9762291051720356,3.144446448073661e-09,1,0,0,0,1,0,0
514,0.9517625231734368,2,513,0.901569,39.203477705625616,3.8257,-0.05865,0.015673447,-0.0006548424242424,2.4460000000000454e-05,0.0025008129999999,0.8575965923251216,4.347455615887559e-09,0,0,1,0,0,1,0
293,0.161059018200987,0,292,1.243885,34.03493465930351,3.8226,-0.0365,0.094477,0.0549563636363636,0.001232,0.040875,0.9499184781571098,3.144446448073661e-09,1,0,0,0,1,0,0
1039,0.97832233740831,2,1038,0.901043,37.07343412668119,3.8257,-0.05865,0.016226625,-0.0008537393939393,5.515300000000223e-05,0.001058327,0.8466666791953573,3.809096241538273e-09,0,0,1,0,0,1,0
49,0.0924855491311659,0,48,1.080067,33.18503787031253,3.8257,-0.05865,0.016551202,-0.0001438727272727,-4.550999999998473e-06,-0.0007134269999999,1.0036892584962136,2.978207586472672e-09,0,0,1,0,0,1,0
504,0.933209647478048,2,503,0.894592,32.9763962907755,3.8257,-0.05865,0.019951433,-0.0017134545454544,-7.278499999999882e-05,0.0025195029999999,0.831616200021009,2.938623910734622e-09,0,0,1,0,0,1,0
402,0.7741312741163295,2,401,1.009106,32.33605539362489,3.8257,-0.05865,0.018244671,-0.0007945212121211,7.686800000000077e-05,0.000485011,0.9435200353058216,2.8200711220558182e-09,0,0,1,0,0,1,0
333,0.609174311915428,1,332,1.063421,33.59691144591256,3.8257,-0.05865,0.018224409,-0.0002032666666666,0.000151925,0.000513071,0.9884114439314836,3.057757297158081e-09,0,0,1,0,0,1,0
283,0.2800397219435944,0,282,1.062667,33.199593709359554,3.8257,-0.05865,0.015182294,-3.870303030297421e-05,-8.16799999999937e-06,-0.000252548,0.9963378034133624,2.9809869207318638e-09,0,0,1,0,0,1,0
748,0.6473136915021898,1,747,1.017373,35.448345440019814,3.8257,-0.05865,0.015710823,-7.058181818181678e-05,2.4348000000000425e-05,-2.955100000000266e-05,0.972238760042545,3.43942850937163e-09,0,0,1,0,0,1,0
2,0.000957854406121,0,1,1.070185,33.75935457341073,3.8257,-0.05865,0.015843671,-9.664545454543671e-05,-0.000202073,-0.000202073,1.0009521431170247,3.089652788334742e-09,0,0,1,0,0,1,0
269,0.3435897435853386,1,268,0.986645,34.03493465930351,3.8326,-0.0364,0.176112,-0.001741309090909,-0.001621,0.1120989999999999,0.9051274147709027,3.144446448073661e-09,1,0,0,1,0,0,0
770,0.8858131487787103,2,768,0.972132,35.780739429141704,3.8257,-0.05865,0.017079428,-0.0007203454545454,-6.379399999999896e-05,0.000703041,0.8937903794507613,3.5123080840607462e-09,0,0,1,0,0,1,0
118,0.1013864818015477,0,117,1.048823,34.04677920008297,3.8257,-0.05865,0.01562514,-3.396363636356506e-05,1.8157999999999026e-05,-0.000115234,1.0022935275696347,3.146820934919687e-09,0,0,1,0,0,1,0
1373,0.8386308068408397,2,1372,0.983929,37.233806254690094,3.8257,-0.05865,0.015179696,-0.0003113818181818,4.535999999999429e-06,-0.00028789,0.9277517745475942,3.847441708706295e-09,0,0,1,0,0,1,0
911,0.7885615251231495,2,910,1.002999,35.116426711440035,3.8257,-0.05865,0.015747488,-0.000122103030303,2.338199999999888e-05,7.113999999999038e-06,0.9585024411734068,3.3680101730834278e-09,0,0,1,0,0,1,0
720,0.8031319910424706,2,718,1.031503,32.74195486520076,3.8257,-0.05865,0.017791621,-0.0003028121212121,2.708000000000571e-06,0.00063196,0.9552820041693332,2.894709796682917e-09,0,0,1,0,0,1,0
404,0.3620844564208259,1,403,1.051503,37.8208353621252,3.8257,-0.05865,0.014983109,-2.7981818181761147e-05,-1.1109000000000466e-05,3.453699999999941e-05,0.9898604314894276,3.9907725420563e-09,0,0,1,0,0,1,0
408,0.7495395948296586,2,407,1.028139,34.130100585457235,3.8257,-0.05865,0.018240182,-0.0004794242424242,0.000242595,0.000575479,0.959790405633992,3.163570001994586e-09,0,0,1,0,0,1,0
898,0.4011627906958803,1,897,1.045005,37.2228224981096,3.8257,-0.05865,0.015348616,-1.809696969694398e-05,-7.307999999999273e-06,-0.0002493879999999,0.9752183732128856,3.844804458682613e-09,0,0,1,0,0,1,0
660,0.7589388696567596,2,658,1.034132,32.62730834667962,3.8257,-0.05865,0.016834624,-0.0003568484848484,1.8845999999999447e-05,0.000523453,0.9453935772637184,2.873450304287978e-09,0,0,1,0,0,1,0
687,0.8909090908975207,2,686,0.940347,37.831455223544815,3.8257,-0.05865,0.01546726,-0.0003991333333333,2.494200000000002e-05,0.001529291,0.8805744845623896,3.993409025662341e-09,0,0,1,0,0,1,0
314,0.3992346938724587,1,313,1.046119,34.6708487863787,3.8257,-0.05865,0.018317863,-4.481212121209065e-05,1.2221999999999232e-05,-0.000234431,0.9970710794592412,3.274229131185439e-09,0,0,1,0,0,1,0
2081,0.95063985374337,2,2080,0.964379,34.35124555203265,3.8257,-0.05865,0.015218426,-0.0001787454545454,-8.146799999999947e-05,-0.0001392719999999,0.9054819279936528,3.208412847216001e-09,0,0,1,0,0,1,0
22,0.444444444345679,1,20,1.16772376849918,9.26195924957788,3.325963234657728,-1.0001225394585929,0.016776592,-0.0093463350982645,1.2765000000003121e-06,3.811000000000092e-05,0.8987165559073972,5.645661709113823e-10,0,1,0,0,0,0,1
276,0.432859399677206,1,274,1.063696,32.85198207452837,3.8257,-0.05865,0.016630342,-0.0001215575757575,-3.909000000000204e-05,-0.000371635,0.9887157522150216,2.915245461693929e-09,0,0,1,0,0,1,0
684,0.9228687415301372,2,682,0.950579,33.73896089034564,3.8257,-0.05865,0.017944314,-0.0012107272727272,3.904100000000008e-05,0.0009618139999999,0.8829314417290457,3.085632185224934e-09,0,0,1,0,0,1,0
408,0.4629418472011067,1,406,1.061292,35.86058571968971,3.8257,-0.05865,0.016689142,-5.716363636364581e-05,-4.603499999999983e-05,-0.0004320439999999,0.9909670335005965,3.5300200019580802e-09,0,0,1,0,0,1,0
248,0.3796296296237711,1,246,1.060464,34.25287790436402,3.8257,-0.05865,0.016315863,-3.462424242427437e-05,-4.004499999999897e-05,0.000204411,0.9927216662188894,3.188396287282333e-09,0,0,1,0,0,1,0
211,0.4329896907127218,1,210,1.057669,34.22529075062975,3.8257,-0.05865,0.017140729,-0.0001396848484848,8.891500000000191e-05,-0.0004190269999999,0.9930101378819544,3.1828028204405013e-09,0,0,1,0,0,1,0
537,0.6264637002268564,1,535,1.052434,32.774672417391294,3.8257,-0.05865,0.017204143,-0.0001094909090908,-2.0678999999999143e-05,0.000425504,0.9817005145272804,2.900802638678282e-09,0,0,1,0,0,1,0
197,0.4074844074759359,1,196,0.984876,31.576514215270432,3.8257,-0.05865,0.017403325,-0.0003564606060605,6.725399999999923e-05,0.00012522,0.9775550899315028,2.6850324849246153e-09,0,0,1,0,0,1,0
394,0.4993630573184794,1,392,1.065074,35.16055503651684,3.8257,-0.05865,0.016438933,-0.0001267212121211,-2.670999999999229e-06,-1.0794000000001467e-05,0.9815309898029242,3.3774278260621637e-09,0,0,1,0,0,1,0
565,0.9478991596479344,2,564,0.87386,29.38744079594597,3.8257,-0.05865,0.020915875,-0.0013235272727272,2.853900000000104e-05,0.002528971,0.8204464732518827,2.327726239718092e-09,0,0,1,0,0,1,0
728,0.8385236447423469,2,727,1.114516,34.03493465930351,3.8423,-0.0115,0.092496,-0.0009637515151514,-0.000732,0.0456839999999999,1.027272802686264,3.144446448073661e-09,1,0,0,1,0,0,0
261,0.1589242053780017,0,260,1.057835,35.989424660314896,3.8257,-0.05865,0.015226755,-3.880606060602688e-05,-1.3344999999999677e-05,-0.000240831,0.9974381265605082,3.5587687565738286e-09,0,0,1,0,0,1,0
250,0.2359657469054618,0,248,1.082549,33.249007308935354,3.8257,-0.05865,0.016987281,-1.6787878787877798e-06,-2.391100000000146e-05,9.054000000001394e-06,0.9996075621390724,2.990439482823895e-09,0,0,1,0,0,1,0
49,0.0553633217986693,0,48,1.061102,34.03493465930351,3.846,-0.0128,0.093405,0.0004210909090909,-0.0009909999999999,0.046593,0.9780399971610994,3.144446448073661e-09,1,0,0,1,0,0,0
705,0.5491419656743437,1,704,1.033619,34.69403602737521,3.8257,-0.05865,0.015407396,-5.956969696971761e-05,-2.839999999997012e-07,-0.0002010769999999,0.9756507128934364,3.279050928365525e-09,0,0,1,0,0,1,0
9,0.0077519379844102,0,7,1.079227,33.473719708746735,3.8257,-0.05865,0.016467327,0.0005644166666666,-1.272399999999868e-05,-0.0001255699999999,1.0036744054549716,3.033766244560481e-09,0,0,1,0,0,1,0
1255,0.9550647372356812,2,1254,0.914504,36.97409079995895,3.8257,-0.05865,0.016398268,-0.0005202363636363,-2.1399999999976997e-06,0.000829595,0.8584409391462375,3.7855152128403115e-09,0,0,1,0,0,1,0
883,0.8225957049409656,2,881,1.012955,32.29636979476446,3.8257,-0.05865,0.016479464,-0.0003143090909091,1.2013999999997691e-05,4.188499999999845e-05,0.9412968915378946,2.812867161531551e-09,0,0,1,0,0,1,0
544,0.6028921023292225,1,542,1.059365,34.3008994001874,3.8257,-0.05865,0.016820874,-7.71030303029607e-05,-3.1946000000001445e-05,0.000268996,0.9831091552628792,3.198153998783644e-09,0,0,1,0,0,1,0
557,0.5927505330427212,1,556,1.053684,34.778362244169706,3.8257,-0.05865,0.015575664,-5.3781818181777705e-05,-3.819999999999865e-06,-0.0001687279999999,0.986007409438378,3.296640390153247e-09,0,0,1,0,0,1,0
609,0.5730442978268329,1,608,1.0417,36.61963070419644,3.8257,-0.05865,0.015148344,-7.84969696968953e-05,-3.916000000001377e-06,-1.995400000000085e-05,0.9788352827976066,3.702440576478773e-09,0,0,1,0,0,1,0
854,0.9530201342175276,2,852,0.960446,33.01983691991993,3.8257,-0.05865,0.018104568,-0.000833309090909,-2.890999999997923e-06,0.000944907,0.8894756290349317,2.946826336803436e-09,0,0,1,0,0,1,0
442,0.6951026856130316,2,440,1.040976,34.31458080211334,3.8257,-0.05865,0.016675225,-0.0001924666666666,3.7284999999998014e-05,-0.000326752,0.9675972917805316,3.200938889233686e-09,0,0,1,0,0,1,0
1315,0.8031784841026701,2,1314,0.997863,36.93445423617158,3.8257,-0.05865,0.015201084,-0.0001652181818181,-6.9210000000000105e-06,-0.000266502,0.9408902156612784,3.7761433197215405e-09,0,0,1,0,0,1,0
2187,0.999085923212984,2,2186,0.937481,34.66760555286476,3.8257,-0.05865,0.015278672,-0.000327303030303,0.000116951,-7.90259999999994e-05,0.8802266570896066,3.2735552069323754e-09,0,0,1,0,0,1,0
66,0.1356993736923653,0,65,1.086795,32.230417203361355,3.8257,-0.05865,0.018096264,3.624242424268148e-06,-8.0700999999999e-05,-8.259399999999834e-05,1.011557384831037,2.800931626577128e-09,0,0,1,0,0,1,0
321,0.6142034548826448,1,320,1.056583,34.26848453596841,3.8257,-0.05865,0.017431874,-0.0002237999999999,7.557500000000134e-05,0.0002886359999999,0.9875345820248244,3.1915645357775764e-09,0,0,1,0,0,1,0
381,0.4439252336396738,1,380,1.05373,32.35192452271646,3.8257,-0.05865,0.014603062,-9.299999999996833e-05,-7.659000000000138e-06,-0.000389383,0.9892320690950056,2.8229564147236966e-09,0,0,1,0,0,1,0
